,200DayMovingAverage,50DayMovingAverage,52WeekHigh,52WeekLow,Address,AnalystTargetPrice,AssetType,Beta,BookValue,CIK,Country,Currency,Description,DilutedEPSTTM,DividendDate,DividendPerShare,DividendYield,EBITDA,EPS,EVToEBITDA,EVToRevenue,ExDividendDate,Exchange,FiscalYearEnd,ForwardPE,GrossProfitTTM,Industry,Information,LatestQuarter,MarketCapitalization,Name,Note,OperatingMarginTTM,PEGRatio,PERatio,PriceToBookRatio,PriceToSalesRatioTTM,ProfitMargin,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenuePerShareTTM,RevenueTTM,Sector,SharesOutstanding,Symbol,TrailingPE
90,56.02,61.33,67.13,42.41,"220 S. RIDGEWOOD AVE., DAYTONA BEACH, FL, US",67,Common Stock,0.743,14.54,79282,USA,USD,"Brown & Brown, Inc. markets and sells insurance products and services in the United States, Bermuda, Canada, the Cayman Islands, Ireland, and the United Kingdom. The company is headquartered in Daytona Beach, Florida.",2.049,2021-11-17,0.37,0.0058,972031000,2.049,19.89,6.53,2021-11-02,NYSE,December,28.33,1174187000,"INSURANCE AGENTS, BROKERS & SERVICE",,2021-09-30,18242808000,Brown & Brown Inc,,0.278,4.41,31.52,4.379,6.18,0.197,0.104,0.143,0.0558,0.149,10.45,2953168000,FINANCE,282427000,BRO,31.52
91,25.9,25.57,28.78,17.71,"60 E RIO SALADO PARKWAY, SUITE 1000, TEMPE, AZ, US",29.07,Common Stock,1.07,None,849399,USA,USD,"NortonLifeLock Inc., is an American software company headquartered in Tempe, Arizona, United States. The company provides cybersecurity software and services.",1.496,2021-12-15,0.5,0.02,1275000000,1.496,11.37,6.31,2021-11-19,NASDAQ,April,14.35,2189000000,SERVICES-PREPACKAGED SOFTWARE,,2021-10-31,14852206000,NortonLifeLock Inc,,0.438,0.847,17.07,1188.07,5.52,0.33,4.091,0.105,0.113,0.156,4.604,2689000000,TECHNOLOGY,581755000,NLOK,17.07
92,78.56,67.99,88.64,62.78,"400 NORTH FIFTH STREET, MS8695, PHOENIX, AZ, US",69.15,Common Stock,0.257,53.76,764622,USA,USD,Pinnacle West Capital is a utility holding company that owns Arizona Public Service and Bright Canyon Energy.,5.04,2021-12-01,3.32,0.0509,1587264000,5.04,9.26,4,2021-11-15,NYSE,December,15.2,1634653000,ELECTRIC SERVICES,,2021-09-30,7387388000,Pinnacle West Capital Corporation,,0.236,22.34,12.98,1.214,1.972,0.153,-0.023,0.043,0.0268,0.097,33.2,3745939000,ENERGY & TRANSPORTATION,112819000,PNW,12.98
93,369.48,408.4,536.54,262.08,"5453 GREAT AMERICA PARKWAY, SANTA CLARA, CA, US",499.11,Common Stock,1.217,50.27,1596532,USA,USD,"Arista Networks (formerly Arastra) is an American computer networking company headquartered in Santa Clara, California. The company designs and sells multilayer network switches to deliver software-defined networking (SDN) solutions for large datacenter, cloud computing, high-performance computing, and high-frequency trading environments.",9.85,None,None,0,904768000,9.85,38.94,13.25,None,NYSE,December,37.88,1481886000,COMPUTER COMMUNICATIONS EQUIPMENT,,2021-09-30,40392425000,Arista Networks Inc,,0.308,2.283,53.37,10.36,14.57,0.283,0.325,0.237,0.109,0.226,36.3,2772060000,TECHNOLOGY,76821000,ANET,53.37
94,148.0,132.43,164.79,121.23,"367 S GULPH RD, KING OF PRUSSIA, PA, US",149.53,Common Stock,1.15,78.06,352915,USA,USD,"UnitedHealth Group Incorporated is an American for-profit multinational managed healthcare and insurance company based in Minnetonka, Minnesota. It offers health care products and insurance services.",12.42,2021-09-15,0.6,0.0046,1998184000,12.42,7.12,1.146,2021-08-31,NYSE,December,10.87,4657668000,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",,2021-09-30,10424482000,Universal Health Services Inc,,0.118,1.87,10.44,1.657,0.837,0.0852,-0.078,0.084,0.0709,0.171,148.26,12453801000,LIFE SCIENCES,73120000,UHS,10.44
95,421.5,445.61,476.17,301.65,"55 WATER STREET, NEW YORK, NY, US",506.08,Common Stock,0.964,7.66,64040,USA,USD,"S&P Global Inc. is an American publicly traded corporation headquartered in Manhattan, New York City. Its primary areas of business are financial information and analytics.",11.6,2021-12-10,2.98,0.0066,4565000000,11.6,25.43,13.32,2021-11-24,NYSE,December,30.86,5350000000,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",,2021-09-30,109259760000,S&P Global Inc,,0.542,2.941,39.09,58.98,13.53,0.347,0.755,0.131,0.214,0.748,33.55,8076000000,TRADE & SERVICES,241000000,SPGI,39.09
96,130.6,125.19,138.63,94.71,"2775 SANDERS ROAD, NORTHBROOK, IL, US",138.67,Common Stock,0.822,85.97,899051,USA,USD,"The Allstate Corporation is an American insurance company, headquartered in Northfield Township, Illinois.",10.83,2021-10-01,2.97,0.0259,9685000000,10.83,-,0.819,2021-08-30,NYSE,December,8.62,14279000000,"FIRE, MARINE & CASUALTY INSURANCE",,2021-09-30,32884603000,The Allstate Corporation,,0.169,2.053,10.59,1.328,0.639,0.0662,-0.522,0.169,0.0424,0.239,171.63,51421000000,FINANCE,286676000,ALL,10.59
97,52.34,49.44,61.19,39.32,"1000 ABERNATHY ROAD NE, ATLANTA, GA, UNITED STATES",57,Common Stock,1.193,43.4,1732845,USA,USD,"WestRock is an American corrugated packaging company headquartered in Sandy Springs, Georgia.",3.13,2021-11-23,0.88,0.0177,2908800000,3.13,15.4,1.18,2021-11-09,NYSE,September,9.9,3430300000,PAPERBOARD CONTAINERS & BOXES,,2021-09-30,13083294000,WestRock Company,,0.0773,2.091,15.65,1.159,0.698,0.0447,0.351,0.138,0.0312,0.0754,70.08,18746100000,MANUFACTURING,267006000,WRK,15.65
98,41.99,39.5,49.36,26.62,"516 WEST 34TH ST, NEW YORK, NY, US",54.52,Common Stock,1.509,11.66,1116132,USA,USD,"Tapestry, Inc. is an American multinational luxury fashion holding company. It is based in New York City and is the parent company of three major brands: Coach New York, Kate Spade New York and Stuart Weitzman.",2.95,2021-09-27,0,0,1314000000,2.95,12.03,2.485,2021-12-02,NYSE,June,13.62,4073800000,LEATHER & LEATHER PRODUCTS,,2021-06-30,12922398000,Tapestry Inc,,0.191,1.697,15.74,3.943,2.249,0.145,0.028,1.26,0.084,0.301,20.68,5746300000,MANUFACTURING,278320000,TPR,15.74
99,282.0,281.27,309.6,195.39,"358 S MAIN ST, BURLINGTON, NC, US",336.86,Common Stock,1.007,109.86,920148,USA,USD,"Laboratory Corporation of America Holdings, more commonly known as Labcorp, is an American company headquartered in Burlington, North Carolina. It operates one of the largest clinical laboratory networks in the world, with a United States network of 36 primary laboratories.",28.19,None,None,0,4630900000,28.19,6.84,1.918,1994-03-29,NYSE,December,17.21,5009300000,SERVICES-MEDICAL LABORATORIES,,2021-09-30,27944878000,Laboratory Corporation of America Holdings,,0.248,2.068,10.36,2.609,1.688,0.167,-0.156,0.043,0.129,0.294,170.4,16554600000,LIFE SCIENCES,95700000,LH,10.36
100,142.28,137.24,154.75,124.1,"1955 W FIELD CT, LAKE FOREST, IL, US",143.11,Common Stock,0.914,38.26,75677,USA,USD,"Packaging Corporation of America is an American manufacturing company based in Lake Forest, Illinois.",7.85,2021-10-15,4,0.0296,1538600000,7.85,9.63,1.954,2021-09-14,NYSE,December,14.93,1390400000,PAPERBOARD CONTAINERS & BOXES,,2021-09-30,12832307000,Packaging Corporation of America,,0.154,1.83,17.21,3.557,1.734,0.101,0.801,0.181,0.0891,0.22,78.53,7401300000,MANUFACTURING,94991000,PKG,17.21
101,241.47,235.57,273.94,212.75,"500 JACKSON ST, BOX 3005 MAIL CODE 60207, COLUMBUS, IN, US",277.31,Common Stock,1.058,56.51,26172,USA,USD,"Cummins is a Columbus, Indiana based multinational corporation that designs, manufactures, and distributes engines, filtration, and power generation products. Cummins also services engines and related equipment, including fuel systems, controls, air handling, filtration, emission control, electrical power generation systems, and trucks.",15.21,2021-12-02,5.5,0.0233,3099000000,15.21,9.62,1.466,2021-11-18,NYSE,December,12.9,4894000000,ENGINES & TURBINES,,2021-09-30,33804182000,Cummins Inc,,0.101,1.238,15.54,4.182,1.408,0.0933,0.098,0.166,0.0681,0.258,164.53,24000999000,TECHNOLOGY,143032000,CMI,15.54
102,200.13,230.4,283.4,120.5,"117 ADAMS STREET, BROOKLYN, NY, US",252.61,Common Stock,1.61,4.218,1370637,USA,USD,"Etsy, Inc. is an American e-commerce company focused on handmade or vintage items and craft supplies. These items fall under a wide range of categories, including jewelry, bags, clothing, home decor and furniture, toys, art, as well as craft supplies and tools.",3.367,None,None,0,549572000,3.367,59.96,15.08,None,NASDAQ,December,68.49,1260880000,"SERVICES-BUSINESS SERVICES, NEC",,2021-09-30,34503447000,Etsy Inc,,0.233,3.34,80.83,60.19,15.48,0.215,-0.113,0.179,0.114,0.801,17.61,2229330000,TRADE & SERVICES,126781000,ETSY,80.83
103,58.32,61.98,64.93,44.03,"200 WEST SECOND STREET, WINSTON-SALEM, NC, US",66.26,Common Stock,1.296,46.62,92230,USA,USD,"Truist Financial Corporation is an American bank holding company headquartered in Charlotte, North Carolina. Its bank operates 2,781 branches in 15 states and Washington, D.C., and offers consumer and commercial banking, securities brokerage, asset management, mortgage, and insurance products and services.",4.238,2021-12-01,1.83,0.0288,None,4.238,-,-,2021-11-10,NYSE,December,13.3,20370000000,NATIONAL COMMERCIAL BANKS,,2021-09-30,83697607000,Truist Financial Corporation,,0.406,1.137,14.79,1.361,3.653,0.269,0.519,0.15,0.012,0.0888,17.08,22914001000,FINANCE,1334890000,TFC,14.79
104,241.11,245.78,263.69,158.88,"1000 NICOLLET MALL, MINNEAPOLIS, MN, US",283.33,Common Stock,1.026,30.35,27419,USA,USD,"Target Corporation is an American retail corporation. Their retail formats include the discount store Target, the hypermarket SuperTarget, and small-format stores previously named CityTarget and TargetExpress before being consolidated under the Target branding.",12.53,2021-12-10,2.72,0.0106,11036000000,12.53,11.55,1.324,2021-11-16,NYSE,January,20,27384000000,RETAIL-VARIETY STORES,,2021-07-31,126899896000,Target Corporation,,0.0847,1.891,20.75,8.41,1.265,0.0629,0.09,0.095,0.107,0.46,201.38,100327997000,TRADE & SERVICES,488039000,TGT,20.75
105,76.34,70.54,96.82,59.53,"8000 S FEDERAL WAY, PO BOX 6, BOISE, ID, US",98.38,Common Stock,1.199,39.26,723125,USA,USD,"Micron Technology, Inc. is an American producer of computer memory and computer data storage including dynamic random-access memory, flash memory, and USB flash drives. It is headquartered in Boise, Idaho.",5.14,2021-10-18,0.1,0.0013,13010000000,5.14,6.4,2.915,2021-09-30,NASDAQ,August,7.98,10472000000,SEMICONDUCTORS & RELATED DEVICES,,2021-08-31,86469329000,Micron Technology Inc,,0.245,0.888,15.04,1.869,3.121,0.212,1.743,0.366,0.0755,0.141,24.74,27705000000,MANUFACTURING,1118620000,MU,15.04
106,44.23,43.66,49.54,35.92,"974 CENTRE ROAD, BUILDING 735, WILMINGTON, DE, US",52.74,Common Stock,0.801,33.88,1755672,USA,USD,"Corteva, Inc. (also known as Corteva Agriscience) is a major American agricultural chemical and seed company that was the agricultural unit of DowDuPont prior to being spun off as an independent public company.",2.202,2021-12-15,0.54,0.0113,2155000000,2.202,10.42,2.233,2021-11-10,NYSE,December,19.01,5710000000,AGRICULTURAL PRODUCTION-CROPS,,2021-09-30,35497869000,Corteva Inc,,0.0598,1.086,22.12,1.405,2.308,0.107,0.296,0.273,0.0139,0.0716,20.78,15383000000,LIFE SCIENCES,728909000,CTVA,22.12
107,606.47,573.98,670.81,421.01,"4650 CUSHING BLVD, FREMONT, CA, US",697.17,Common Stock,1.217,41.33,707549,USA,USD,"Lam Research Corporation is an American corporation that engages in the design, manufacture, marketing, and service of semiconductor processing equipment used in the fabrication of integrated circuits. Its products are used primarily in front-end wafer processing, which involves the steps that create the active components of semiconductor devices (transistors, capacitors) and their wiring (interconnects). The company also builds equipment for back-end wafer-level packaging (WLP), and for related manufacturing markets such as for microelectromechanical systems (MEMS). The company is headquartered in Fremont, California, in the Silicon Valley.",29.59,2021-10-13,5.4,0.0088,5207305000,29.59,16.35,5.51,2021-09-27,NASDAQ,June,17.51,6805306000,"SPECIAL INDUSTRY MACHINERY, NEC",,2021-09-30,87917715000,Lam Research Corporation,,0.311,1.508,21.1,14.85,5.58,0.271,0.479,0.355,0.2,0.759,110.38,15753535000,TECHNOLOGY,140799000,LRCX,21.1
108,196.79,208.82,222,128.0,"111 PINE STREET, SAN FRANCISCO, CA, US",219.95,Common Stock,1.118,66.44,1132979,USA,USD,"First Republic Bank is an American bank and wealth management company offering personal banking, business banking, trust and wealth management services, catering to low-risk, high net-worth clientele, and focusing on providing personalized customer experience. The bank specializes in delivering personalized relationship-based service through preferred banking or trust offices in the United States.",7.26,2021-11-12,0.86,0.0039,None,7.26,-,-,2021-10-27,NYSE,December,26.88,3759694000,NATIONAL COMMERCIAL BANKS,,2021-09-30,39292322000,First Republic Bank,,0.386,1.537,30.17,3.31,8.4,0.294,0.186,0.304,0.009,0.105,26.64,4677487000,FINANCE,179286000,FRC,30.17
109,202.68,220.3,238.08,144.65,"1000 LOWE'S BLVD., MOORESVILLE, NC, US",235.97,Common Stock,1.304,0.622,60667,USA,USD,"Lowe's Companies, Inc. is an American retail company specializing in home improvement. Headquartered in Mooresville, North Carolina, the company operates a chain of retail stores in the United States and Canada.",9.57,2021-11-03,2.6,0.0112,14151999000,9.57,15.45,1.938,2021-10-19,NYSE,January,19.76,29582000000,RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS,,2021-07-31,163203006000,Lowe's Companies Inc,,0.131,1.326,24.62,321.82,1.725,0.0741,0.136,0.01,0.153,333.99,130.23,94612996000,TRADE & SERVICES,692433000,LOW,24.62
110,137.1,131.97,148.31,105.65,"BLOCK D IVEAGH COURT, HARCOURT ROAD, DUBLIN 2, IE",151.27,Common Stock,1.133,9.63,1579241,USA,USD,"Allegion plc is an American-Irish provider based in Dublin of security products, for homes and businesses. It comprises thirty one global brands, including CISA, Interflex, LCN, Schlage and Von Duprin.",5.09,2021-09-30,1.4,0.0106,676800000,5.09,20.09,4.437,2021-09-15,NYSE,December,22.99,1184000000,"SERVICES-DETECTIVE, GUARD & ARMORED CAR SERVICES",,2021-09-30,12125092000,Allegion plc,,0.211,2.714,26.58,13.74,4.202,0.161,0.006,-0.016,0.124,0.548,31.86,2885500000,TRADE & SERVICES,89696000,ALLE,26.58
111,36.8,34.01,44.18,20.78,"1775 TYSONS BOULEVARD, TYSONS, VA, US",43,Common Stock,2.404,18.92,1688568,USA,USD,DXC Technology is an American multinational corporation that provides business-to-business information technology services.,1.52,2020-04-14,0,0,1881000000,1.52,3.51,0.726,2020-03-24,NYSE,March,9.36,3835000000,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,,2021-09-30,8409649000,DXC Technology Company,,0.0169,0.28,21.93,1.796,0.499,0.0232,12.41,-0.116,0.0078,0.0801,66.31,16841000000,TECHNOLOGY,252239000,DXC,21.93
112,226.22,213.48,257.26,162.79,"2801 80TH STREET, KENOSHA, WI, US",236.25,Common Stock,1.24,75.33,91440,USA,USD,"Snap-on Incorporated is an American designer, manufacturer and marketer of high-end tools and equipment for professional use in the transportation industry including the automotive, heavy duty, equipment, marine, aviation, and railroad industries.",14.65,2021-12-10,4.92,0.0224,1225600000,14.65,10.08,2.694,2021-11-18,NYSE,December,15.65,2010400000,"CUTLERY, HANDTOOLS & GENERAL HARDWARE",,2021-09-30,11886745000,Snap-on Incorporated,,0.248,1.598,15.1,2.922,2.599,0.176,0.088,0.095,0.111,0.214,84.71,4574300000,MANUFACTURING,53725000,SNA,15.1
113,141.07,146.44,157.03,111.9,"ONE INFINITE LOOP, CUPERTINO, CA, US",168.45,Common Stock,1.206,3.841,320193,USA,USD,"Apple Inc. is an American multinational technology company that specializes in consumer electronics, computer software, and online services. Apple is the world's largest technology company by revenue (totalling $274.5 billion in 2020) and, since January 2021, the world's most valuable company. As of 2021, Apple is the world's fourth-largest PC vendor by unit sales, and fourth-largest smartphone manufacturer. It is one of the Big Five American information technology companies, along with Amazon, Google, Microsoft, and Facebook.",5.61,2021-11-11,0.85,0.0057,120233001000,5.61,20.21,6.8,2021-11-05,NASDAQ,September,26.45,152836000000,ELECTRONIC COMPUTERS,,2021-09-30,2457828065000,Apple Inc,,0.298,3.174,26.7,38.45,6.72,0.259,0.662,0.288,0.202,1.474,21.9,365817004000,TECHNOLOGY,16406400000,AAPL,26.7
114,120.07,120.24,140.39,76.57,"650 MADISON AVENUE, NEW YORK, NY, US",139.83,Common Stock,1.518,38.84,1037038,USA,USD,"Ralph Lauren Corporation is an American fashion company producing products ranging from the mid-range to the luxury segments. They are known for the clothing, marketing and distribution of products in four categories: apparel, home, accessories, and fragrances.",5.41,2021-10-08,1.375,0.011,947100000,5.41,11.16,1.721,2021-09-23,NYSE,March,19.53,2890700000,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS",,2021-09-30,9194763000,Ralph Lauren Corporation,,0.127,0.501,23.1,3.219,1.642,0.0721,-0.635,0.26,0.0558,0.149,75.88,5600200000,MANUFACTURING,48735800,RL,23.1
115,429.1,506.11,563.29,294.43,"79 GREAT OAKS BLVD, SAN JOSE, CA, US",603.29,Common Stock,0.918,25.23,1280452,USA,USD,"Monolithic Power Systems, Inc. is an American, publicly traded company headquartered in Kirkland, Washington. The company provides power circuits for systems found in cloud computing, telecom infrastructures, automotive, industrial applications and consumer applications.",4.46,2021-10-15,2.3,0.0041,257769000,4.46,93.27,21.77,2021-09-29,NASDAQ,December,62.11,465954000,SEMICONDUCTORS & RELATED DEVICES,,2021-09-30,25607889000,Monolithic Power Systems Inc,,0.21,2.462,124.57,21.31,23.19,0.192,0.22,0.247,0.109,0.204,24.22,1104337000,MANUFACTURING,46093000,MPWR,124.57
116,218.78,220.79,235.9,199.82,"1 ECOLAB PLACE, SAINT PAUL, MN, US",234.94,Common Stock,1.005,24.2,31462,USA,USD,"Ecolab Inc., headquartered in St. Paul, Minnesota, is an American corporation that develops and offers services, technology and systems that specialize in water treatment, purification, cleaning and hygiene in a wide variety of applications. It helps organizations both private market as well as public treat their water, not only for drinking directly, but also for use in food, healthcare, hospitality related safety and industry.",3.911,2021-10-15,1.92,0.0083,2705900000,3.911,28.78,5.82,2021-09-13,NYSE,December,38.91,4932600000,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS",,2021-09-30,67566768000,Ecolab Inc,,0.15,2.362,60.29,9.65,5.43,0.0908,0.318,0.1,0.0649,0.176,43.48,12433800000,LIFE SCIENCES,286567000,ECL,60.29
117,129.48,142.17,154.4,98.57,"7930 JONES BRANCH DRIVE, SUITE 1100, MCLEAN, VA, US",147.47,Common Stock,1.237,-0.104,1585689,USA,USD,"Hilton Worldwide Holdings Inc., formerly Hilton Hotels Corporation, is an American multinational hospitality company that manages and franchises a broad portfolio of hotels and resorts.",0.14,2020-03-31,0,0,984000000,0.14,81.48,10.0,2020-02-27,NYSE,December,31.55,980000000,HOTELS & MOTELS,,2021-09-30,40007754000,Hilton Worldwide Holdings Inc,,0.379,0.227,1025.29,-,19.48,0.019,-0.889,0.93,0.03,-99999.99,7.39,2054000000,REAL ESTATE & CONSTRUCTION,278722000,HLT,1025.29
118,128.52,122.68,138.03,107.28,"ONE STRAWBERRY LANE, ORRVILLE, OH, US",125.36,Common Stock,0.318,75.4,91419,USA,USD,"The J. M. Smucker Company, also known as Smucker and Smucker's, is an American manufacturer of jam, peanut butter, jelly, fruit syrups, beverages, shortening, ice cream toppings, and other products in North America. Smucker's headquarters are located in Orrville, Ohio.",7.14,2021-12-01,3.69,0.0293,1728000000,7.14,10.81,2.316,2021-11-10,NYSE,April,15.15,3142100000,"CANNED, FRUITS, VEG, PRESERVES, JAMS & JELLIES",,2021-07-31,13772428000,The J. M. Smucker Company,,0.162,7.93,17.8,1.672,1.746,0.101,-0.317,-0.058,0.0481,0.096,71.06,7888900000,MANUFACTURING,108359000,SJM,17.8
119,28.84,28.68,30.3,25.05,"TWO N NINTH ST, ALLENTOWN, PA, US",31.32,Common Stock,0.771,19.18,922224,USA,USD,"PPL Corporation is an energy company headquartered in Allentown, Pennsylvania, United States.",-1.724,2021-10-01,1.66,0.0577,4442000000,-1.724,6.52,3.584,2021-09-09,NYSE,December,17.42,4425000000,ELECTRIC SERVICES,,2021-09-30,21470478000,PPL Corporation,,0.39,5.55,None,1.481,2.752,-0.17,-0.264,0.08,0.0464,0.0616,10.15,7802000000,ENERGY & TRANSPORTATION,750716000,PPL,-
120,85.71,91.22,97.59,69.64,"30 ISABELLA STREET, PITTSBURGH, PA, US",97.33,Common Stock,1.642,54.37,943452,USA,USD,"Wabtec Corporation (derived from Westinghouse Air Brake Technologies Corporation) is an American company formed by the merger of the Westinghouse Air Brake Company (WABCO) and MotivePower Industries Corporation in 1999. It is headquartered in Pittsburgh, Pennsylvania.",2.409,2021-11-29,0.48,0.005,1346200000,2.409,17.6,2.798,2021-11-12,NYSE,December,18.66,2181100000,RAILROAD EQUIPMENT,,2021-09-30,18142188000,Westinghouse Air Brake Technologies Corporation,,0.118,3.92,40.31,1.785,2.334,0.0586,0.03,0.022,0.0311,0.0453,41.24,7773100000,MANUFACTURING,186821000,WAB,40.31
121,25.74,23.04,29.59,19.01,"6655 PEACHTREE DUNWOODY ROAD, ATLANTA, GE",28.08,Common Stock,0.95,9.53,814453,USA,USD,"Newell Brands is an American worldwide manufacturer, marketer and distributor of consumer and commercial products with a portfolio of brands.",1.41,2021-09-15,0.92,0.0378,1381000000,1.41,12.1,1.485,2021-08-30,NASDAQ,December,12.32,3083000000,"PLASTICS PRODUCTS, NEC",,2021-09-30,10354236000,Newell Brands Inc,,0.1,1.42,17.26,2.552,0.989,0.0576,-0.38,0.033,0.0448,0.154,24.65,10473000000,MANUFACTURING,425400000,NWL,17.26
122,289.76,315.78,348.85,211.2,"690 EAST MIDDLEFIELD ROAD, MOUNTAIN VIEW, CA, UNITED STATES",330.41,Common Stock,1.122,33.76,883241,USA,USD,"Synopsys is an American electronic design automation company that focuses on silicon design and verification, silicon intellectual property and software security and quality. Products include logic synthesis, behavioral synthesis, place and route, static timing analysis, formal verification, hardware description language (SystemC, SystemVerilog/Verilog, VHDL) simulators, and transistor-level circuit simulation.",4.797,None,None,0,909650000,4.797,50.89,12.52,None,NASDAQ,October,43.1,2943043000,SERVICES-PREPACKAGED SOFTWARE,,2021-07-31,52920070000,Synopsys Inc,,0.185,2.644,72.34,10.08,12.98,0.185,-0.216,0.096,0.0585,0.154,26.73,4077213000,TECHNOLOGY,152503000,SNPS,72.34
